generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
3260000,Myrmecia_gulosa,Myrmecia_urens,101.713,0.19948,0.00120606,0.0796356,0
3260000,Myrcidris_epicharis,NA,128.682,0.0449024,-0.00619716,0.554206,0
3260000,Tetraponera_pilosa,Myrcidris_epicharis,74.0723,0.311405,0.0110015,0.332964,0
3260000,Lasius_lasioides,Lasius_cinereus,118.674,0.341557,-0.00101518,0.154086,0
3260000,Cataglyphis_aenescens,NA,122.608,0.123532,0.00446272,0.0686889,0
3260000,Formica_moki,Formica_lasioides,119.283,0.381356,-0.00503747,0.0632501,0
3260000,Polyrhachis_equina,Camponotus_setosus,83.8001,0.134273,0.00788408,0.0368848,0
3260000,Proformica_mongolica,Polyergus_breviceps,81.2519,0.226394,-0.00570545,0.170783,0
3260000,Myrmica_rubra,Myrmica_punctiventris,115.234,0.540985,-0.00429884,0.304033,0
3260000,Pogonomyrmex_naegelii,NA,125.432,0.00715318,0.00672091,0.238047,0
3260000,Pogonomyrmex_magnacanthus,Pogonomyrmex_snellingi,124.004,0.475215,0.00197908,0.211717,0
3260000,Aphaenogaster_japonica,Aphaenogaster_senilis,95.892,0.133482,0.0050664,0.0256569,0
3260000,Temnothorax_rugatulus,Temnothorax_recedens,97.6971,0.206733,0.0104686,0.024434,0
3260000,Tetramorium_lanuginosum,Tetramorium_caldarium,87.8788,0.186491,0.0087175,0.058648,0
3260000,Cardiocondyla_obscurior,Cardiocondyla_paradoxa,106.592,0.386425,0.00548613,0.323125,0
3260000,Crematogaster_paradoxa,Crematogaster_rothneyi,69.1031,0.187175,0.0144675,0.167548,0
3260000,Monomorium_rubriceps,Monomorium_smithii,82.6937,0.164462,0.00143503,0.111456,0
3260000,Gigantiops_destructor,NA,87.698,0.111918,-0.000538815,0.203972,0
3260000,Solenopsis_fugax,Solenopsis_molesta,91.9559,0.177347,0.00963501,0.0693935,0
3260000,Monomorium_termitobium,Monomorium_exiguum,104.865,0.35103,-0.0099259,0.156918,0
3260000,Cyphomyrmex_cornutus,Mycetophylax_morschi,88.2761,0.129618,0.00687577,0.0371823,0
3260000,Strumigenys_gundlachi,Strumigenys_maxillaris,78.3579,0.186786,0.00517396,0.108674,0
3260000,Procryptocerus_scabriusculus,Pheidole_bilimeki,50.8291,0.109413,-0.00469403,0.00308917,0
3260000,Poecilomyrma_myrmecodiae,Stegomyrmex_manni,42.3248,0.149971,-0.0214832,0.00849274,0
3260000,Proceratium_stictum,Leptanilloides_nomada,11.2519,0.0415165,0.0049191,0.00147184,0
3270000,Yavnella_argamani,Martialis_heureka,0,0.0669312,-0.00199526,9.99403e-05,0
3270000,Yavnella_argamani,NA,100.786,0.0855009,0.0147055,0.00401753,0
3270000,Martialis_heureka,NA,89.2612,0.0809813,-0.00101331,0.153324,0
3270000,Apomyrma_stygia,NA,102.24,0.0723271,-0.00596585,0.175228,0
3270000,Paraponera_clavata,NA,53.3548,0.180183,-0.0113096,0.0877152,0
3270000,Mycetosoritis_hartmanni,NA,127.777,0.038233,0.00543291,0.094968,0
3270000,Leptogenys_diminuta,Leptogenys_attenuata,80.5095,0.219976,0.00431689,0.0904001,0
3270000,Anochetus_grandidieri,Odontomachus_rixosus,105.697,0.194198,0.0134153,0.0735894,0
3270000,Aenictus_aratus,Cheliomyrmex_andicola,68.3351,0.315721,0.0011201,0.208906,0
3270000,Technomyrmex_albipes,Technomyrmex_voeltzkowi,97.3164,0.363018,0.0106043,0.345733,0
3270000,Myrmecia_gulosa,Myrmecia_urens,98.9694,0.193107,-0.0032899,0.0127284,0
3270000,Nylanderia_vaga,Nylanderia_parvula,85.112,0.168055,0.00719862,0.0409531,0
3270000,Myrcidris_epicharis,NA,134.604,0.178726,0.0204979,0.12557,0
3270000,Formica_neogagates,Formica_moki,117.484,0.311558,0.0198656,0.086233,0
3270000,Ectatomma_vizottoi,Ectatomma_edentatum,104.241,0.107975,0.00368537,0.0235299,0
3270000,Azteca_beltii,Azteca_instabilis,92.0736,0.247807,-0.00802092,0.117527,0
3270000,Acanthognathus_ocellatus,NA,131.252,0.00405873,0.0038625,0.188399,0
3270000,Tetraponera_pilosa,Myrcidris_epicharis,79.6826,0.560562,0.00138505,0.548263,0
3270000,Lasius_lasioides,Lasius_cinereus,119.725,0.348769,0.0151477,0.140641,0
3270000,Proformica_mongolica,Cataglyphis_aenescens,109.677,0.13061,0.00622406,0.0209679,0
3270000,Polyrhachis_equina,Camponotus_setosus,82.7228,0.305362,0.00181113,0.205736,0
3270000,Myrmica_schoedli,Myrmica_luteola,110.841,0.425929,0.00366793,0.258257,0
3270000,Pogonomyrmex_pronotalis,Pogonomyrmex_magnacanthus,109.087,0.300985,0.000469991,0.0458217,0
3270000,Messor_capitatus,Aphaenogaster_occidentalis,101.388,0.20658,0.0063403,0.0969214,0
3270000,Temnothorax_rugatulus,Temnothorax_recedens,102.538,0.210474,0.0130144,0.0757329,0
3270000,Tetramorium_caldarium,Tetramorium_simillimum,100.322,0.300622,-0.0147411,0.049832,0
3270000,Cardiocondyla_obscurior,Cardiocondyla_paradoxa,102.024,0.252439,0.00644305,0.183556,0
3270000,Crematogaster_paradoxa,Crematogaster_rothneyi,81.3712,0.127116,0.00706998,0.0141546,0
3270000,Solenopsis_fugax,Solenopsis_molesta,92.3585,0.284572,-0.00812631,0.145585,0
3270000,Monomorium_termitobium,Monomorium_exiguum,105.661,0.182732,-0.00142559,0.0185549,0
3270000,Cyphomyrmex_cornutus,Mycetophylax_morschi,89.1348,0.108696,0.0105452,0.006204,0
3270000,Talaridris_mandibularis,NA,126.771,0.145241,-0.013306,0.372616,0
3270000,Strumigenys_gundlachi,Strumigenys_maxillaris,87.6006,0.300167,-0.0158132,0.0528841,0
3270000,Pheidole_subarmata,NA,135.76,0.186848,-0.00404971,0.0103778,0
3270000,Pheidole_williamsi,Pheidole_moerens,77.2796,0.239402,-0.0191587,0.0486582,0
3280000,Yavnella_argamani,Martialis_heureka,0,0.0674319,-0.00199526,0.00142953,0
3280000,Yavnella_argamani,Anomalomyrma_boltoni,5.80326,0.0348846,0.00514645,0.0507356,0
3280000,Martialis_heureka,NA,86.3214,0.0353599,-0.0103966,0.140469,0
3280000,Apomyrma_stygia,NA,106.002,0.17044,-0.00162355,0.345055,0
3280000,Leptogenys_diminuta,Leptogenys_attenuata,84.9685,0.223904,-0.00274986,0.0306123,0
3280000,Anochetus_grandidieri,Odontomachus_rixosus,96.6696,0.31064,-0.0113029,0.0454603,0
3280000,Sphinctomyrmex_stali,Cerapachys_jacobsoni,62.5698,0.320362,-0.000848019,0.246525,0
3280000,Technomyrmex_albipes,Technomyrmex_voeltzkowi,114.708,0.452549,0.00756171,0.345155,0
3280000,Azteca_beltii,Azteca_instabilis,97.1819,0.172248,-0.0150026,0.0285749,0
3280000,Myrmecia_gulosa,Myrmecia_urens,104.191,0.173903,0.00341084,0.00759533,0
3280000,Tetraponera_pilosa,Myrcidris_epicharis,65.5679,0.604085,0.00138505,0.585187,0
3280000,Lasius_lasioides,Lasius_cinereus,118.952,0.421659,-0.00626407,0.116902,0
3280000,Nylanderia_vaga,Nylanderia_parvula,96.697,0.240657,0.00643018,0.0970964,0
3280000,Proformica_mongolica,Cataglyphis_aenescens,106.382,0.328739,-0.0071383,0.096029,0
3280000,Formica_neogagates,Formica_moki,118.465,0.331382,0.00219255,0.0371515,0
3280000,Polyrhachis_equina,Camponotus_setosus,81.263,0.319579,0.00181113,0.223816,0
3280000,Rhytidoponera_chalybaea,Rhytidoponera_metallica,110.305,0.243433,0.00199016,0.00932935,0
3280000,Myrmica_schoedli,Myrmica_luteola,104.895,0.435706,0.0047784,0.345787,0
3280000,Pogonomyrmex_schmitti,NA,127.324,0.0615112,-0.00700283,0.00941437,0
3280000,Pogonomyrmex_pronotalis,Pogonomyrmex_magnacanthus,112.871,0.470235,-0.00966135,0.203364,0
3280000,Messor_capitatus,Aphaenogaster_occidentalis,101.252,0.253754,-0.00463495,0.0147161,0
3280000,Temnothorax_rugatulus,Temnothorax_recedens,104.781,0.434598,0.00127314,0.317799,0
3280000,Tetramorium_caldarium,Tetramorium_simillimum,99.3994,0.35115,-0.00997106,0.0612511,0
3280000,Myrmecina_americana,Myrmecina_graminicola,104.394,0.326768,-0.00632446,0.271712,0
3280000,Stenamma_debile,Stenamma_nipponense,107.534,0.193108,-0.00778775,0.057452,0
3280000,Cardiocondyla_obscurior,Cardiocondyla_paradoxa,98.65,0.235382,0.0093412,0.153975,0
3280000,Crematogaster_paradoxa,Crematogaster_rothneyi,63.3694,0.150006,0.0031738,0.00569755,0
3280000,Solenopsis_fugax,Solenopsis_molesta,94.2912,0.153911,0.0216863,0.118657,0
3280000,Monomorium_termitobium,Monomorium_exiguum,104.407,0.241414,-0.00319095,0.0971048,0
3280000,Cyphomyrmex_cornutus,Mycetophylax_morschi,86.9971,0.119487,0.00525594,0.00514889,0
3280000,Tetramorium_caespitum,NA,129.58,0.0188322,-0.00455606,0.257756,0
3280000,Dacatria_templaris,NA,131.861,0.0166133,-0.0117607,0.675986,0
3280000,Strumigenys_gundlachi,Strumigenys_maxillaris,90.8732,0.278163,-0.0127483,0.0821279,0
3280000,Pheidole_bilimeki,Pheidole_rhea,65.2262,0.215742,-0.0188333,0.00835081,0
3290000,Yavnella_argamani,Martialis_heureka,0,0.0651315,-0.00199526,0.000402275,0
3290000,Yavnella_argamani,Anomalomyrma_boltoni,30.7389,0.0668856,0.00121892,0.118414,0
3290000,Martialis_heureka,NA,69.5774,0.0803826,-0.00333415,0.133501,0
3290000,Apomyrma_stygia,NA,99.9964,0.148678,0.0063283,0.221336,0
3290000,Tatuidris_tatusia,NA,133.265,0.00631411,-0.0132858,0.620759,0
3290000,Leptogenys_diminuta,Leptogenys_attenuata,112.872,0.370165,-0.0071499,0.135655,0
3290000,Anochetus_grandidieri,Odontomachus_rixosus,106.255,0.232841,-0.00879931,0.00744838,0
3290000,Cheliomyrmex_andicola,NA,122.4,0.172152,-0.004778,0.213253,0
3290000,Aenictus_aratus,Cheliomyrmex_andicola,66.095,0.238255,-0.000848019,0.0276906,0
3290000,Technomyrmex_albipes,Technomyrmex_voeltzkowi,110.857,0.58287,-0.00275818,0.476098,0
3290000,Azteca_beltii,Azteca_instabilis,94.7831,0.104105,0.0120353,0.00920453,0
3290000,Myrmecia_gulosa,Myrmecia_urens,100.097,0.221286,-0.00834127,0.0245276,0
3290000,Tetraponera_pilosa,Myrcidris_epicharis,70.8347,0.538261,0.00138505,0.512499,0
3290000,Lasius_cinereus,Lasius_grandis,123.567,0.432464,-0.0141017,0.0560995,0
3290000,Euprenolepis_wittei,NA,132.241,0.597885,0.0176695,0.189944,0
3290000,Nylanderia_vaga,Nylanderia_parvula,96.8001,0.141636,0.0136964,0.0545436,0
3290000,Proformica_mongolica,Cataglyphis_aenescens,101.604,0.233281,4.43181e-06,0.115815,0
3290000,Formica_neogagates,Formica_moki,117.347,0.407871,-0.00461256,0.042579,0
3290000,Polyrhachis_equina,Camponotus_setosus,83.7322,0.349364,0.00152319,0.244335,0
3290000,Myrmica_punctiventris,Myrmica_salina,117.045,0.31674,0.00562595,0.0680177,0
3290000,Myrmica_schoedli,Myrmica_luteola,108.899,0.0935638,0.0126713,0.00184967,0
3290000,Pogonomyrmex_pronotalis,Pogonomyrmex_magnacanthus,111.03,0.305567,-0.00592246,0.0750777,0
3290000,Stenamma_debile,Stenamma_brevicorne,101.657,0.156922,0.00559342,0.0926376,0
3290000,Messor_capitatus,Aphaenogaster_occidentalis,102.239,0.314086,0.00356376,0.187112,0
3290000,Ectatomma_vizottoi,Ectatomma_tuberculatum,125.377,0.183582,-0.0049015,0.120753,0
3290000,Temnothorax_rugatulus,Temnothorax_recedens,109.652,0.214803,0.00563467,0.0735404,0
3290000,Tetramorium_caldarium,Tetramorium_simillimum,98.1459,0.283013,-0.012735,0.0347452,0
3290000,Cardiocondyla_obscurior,Cardiocondyla_paradoxa,99.3714,0.524804,0.0021116,0.479867,0
3290000,Crematogaster_paradoxa,Crematogaster_rothneyi,67.5803,0.221391,0.00166749,0.104777,0
3290000,Solenopsis_molesta,Solenopsis_saudiensis,99.3003,0.125668,0.0205241,0.0768074,0
3290000,Monomorium_hanneli,NA,116.655,0.337527,-0.0085772,0.238609,0
3290000,Monomorium_termitobium,Monomorium_exiguum,107.001,0.367199,-0.01488,0.131561,0
3290000,Cyphomyrmex_cornutus,Mycetophylax_morschi,82.1051,0.131006,0.00912538,0.0263623,0
3290000,Strumigenys_gundlachi,Strumigenys_maxillaris,93.0825,0.20711,-0.00892163,0.00750014,0
3290000,Pheidole_synarmata,Pheidole_williamsi,72.5635,0.204864,-0.0159379,0.0286298,0
3300000,Yavnella_argamani,Martialis_heureka,0,0.0423994,0.00555459,0.00105438,0
3300000,Yavnella_argamani,Anomalomyrma_boltoni,35.9926,0.146428,0.000688543,0.17127,0
3300000,Martialis_heureka,NA,24.728,0.315129,-0.0135897,0.181947,0
3300000,Apomyrma_stygia,NA,112.911,0.0206493,-0.0194331,0.158265,0
3300000,Leptogenys_diminuta,Leptogenys_attenuata,100.884,0.241611,-0.00202956,0.0225057,0
3300000,Anochetus_grandidieri,Odontomachus_rixosus,92.3878,0.263432,0.0104458,0.221548,0
3300000,Cheliomyrmex_andicola,NA,120.726,0.0604176,0.00647331,0.00628926,0
3300000,Nomamyrmex_esenbeckii,NA,124.008,0.149956,0.00135703,0.0390112,0
3300000,Cerapachys_jacobsoni,Aenictus_aratus,65.3468,0.446649,0.00633855,0.47391,0
3300000,Myrmecia_gulosa,Myrmecia_urens,77.4645,0.315088,0.0117907,0.361537,0
3300000,Tetraponera_pilosa,Myrcidris_epicharis,58.1903,0.59825,0.00340546,0.603072,0
3300000,Lasius_lasioides,Lasius_cinereus,116.49,0.367117,0.012975,0.184179,0
3300000,Oecophylla_smaragdina,Oecophylla_longinoda,126.029,0.0990623,0.00545793,0.281052,0
3300000,Formica_neogagates,Formica_moki,117.566,0.63167,0.0040671,0.418115,0
3300000,Polyrhachis_equina,Camponotus_setosus,79.2875,0.13849,0.017237,0.0639934,0
3300000,Myrmica_rubra,Myrmica_punctiventris,115.1,0.290902,0.001601,0.0694732,0
3300000,Pogonomyrmex_striatinodus,NA,134.758,0.151564,0.02584,0.0505524,0
3300000,Pogonomyrmex_pronotalis,Pogonomyrmex_magnacanthus,110.747,0.332511,-0.0024498,0.10851,0
3300000,Messor_capitatus,Aphaenogaster_occidentalis,102.148,0.194109,0.00847793,0.0930565,0
3300000,Formicoxenus_diversipilosus,Harpagoxenus_sublaevis,111.575,0.263037,-0.0135651,0.0886744,0
3300000,Temnothorax_rugatulus,Temnothorax_recedens,92.4784,0.302785,0.00812975,0.207296,0
3300000,Tetramorium_lanuginosum,Tetramorium_caldarium,83.9246,0.141651,0.0162442,0.0458917,0
3300000,Carebara_vidua,NA,125.099,0.104688,-0.00750273,0.0269221,0
3300000,Cardiocondyla_obscurior,Cardiocondyla_paradoxa,96.0124,0.20909,0.0093403,0.154474,0
3300000,Monomorium_termitobium,Monomorium_exiguum,93.4996,0.1424,0.00579216,0.0180562,0
3300000,Crematogaster_paradoxa,Crematogaster_rothneyi,93.2149,0.213616,0.00233785,0.0548322,0
3300000,Solenopsis_fugax,Solenopsis_molesta,81.1597,0.235527,0.00227683,0.17757,0
3300000,Cyphomyrmex_cornutus,Mycetophylax_morschi,86.8408,0.513202,-0.0044889,0.353345,0
3300000,Phalacromyrmex_fugax,NA,125.247,0.083472,0.00787883,0.235207,0
3300000,Strumigenys_gundlachi,Strumigenys_maxillaris,93.3258,0.290408,0.00602845,0.223108,0
3300000,Procryptocerus_scabriusculus,Pheidole_bilimeki,50.6111,0.199689,-0.0111337,0.0182195,0
3300000,Poecilomyrma_myrmecodiae,Stegomyrmex_manni,42.315,0.12249,-0.0159312,0.00860989,0
3310000,Yavnella_argamani,Martialis_heureka,0,0.0621368,-0.00199526,0.000134254,0
3310000,Yavnella_argamani,Anomalomyrma_boltoni,27.9477,0.100574,-0.00662281,0.0910948,0
3310000,Martialis_heureka,NA,90.4064,0.00222164,-0.00324683,0.122863,0
3310000,Apomyrma_stygia,NA,64.9172,0.16233,-0.00914458,0.129654,0
3310000,Leptogenys_diminuta,Leptogenys_attenuata,92.6978,0.301963,-0.00065855,0.156054,0
3310000,Phrynoponera_gabonensis,NA,133.038,0.105906,-0.00172647,0.091801,0
3310000,Anochetus_grandidieri,Odontomachus_rixosus,103.226,0.191825,0.0111711,0.0521956,0
3310000,Cerapachys_jacobsoni,Aenictus_aratus,63.2624,0.197903,0.0117113,0.169292,0
3310000,Technomyrmex_albipes,Technomyrmex_voeltzkowi,101.965,0.2526,-0.00248092,0.151867,0
3310000,Myrmecia_gulosa,Myrmecia_urens,94.3465,0.199982,0.00718077,0.0907253,0
3310000,Tetraponera_pilosa,Myrcidris_epicharis,70.8559,0.513317,0.00441426,0.53813,0
3310000,Lasius_lasioides,Lasius_cinereus,119.559,0.5162,0.0211842,0.248065,0
3310000,Nylanderia_vaga,Nylanderia_parvula,101.424,0.240985,0.01149,0.0634774,0
3310000,Proformica_mongolica,Cataglyphis_aenescens,107.315,0.239127,-0.00171977,0.135659,0
3310000,Formica_lasioides,Formica_candida,122.605,0.464539,-0.0133862,0.0393696,0
3310000,Anoplolepis_custodiens,NA,134.606,0.405595,0.00752632,0.00741493,0
3310000,Polyrhachis_equina,Camponotus_setosus,82.5915,0.325983,0.00152319,0.23306,0
3310000,Ectatomma_brunneum,Ectatomma_ruidum,124.739,0.351768,0.00142725,0.16952,0
3310000,Myrmica_rubra,Myrmica_punctiventris,115.407,0.360505,0.00914499,0.176693,0
3310000,Pogonomyrmex_naegelii,Pogonomyrmex_pronotalis,106.019,0.291012,0.00236467,0.206445,0
3310000,Messor_capitatus,Aphaenogaster_occidentalis,101.437,0.277816,0.00064313,0.139909,0
3310000,Tetramorium_caldarium,Tetramorium_simillimum,104.537,0.255995,-0.00282584,0.0200917,0
3310000,Cardiocondyla_obscurior,Cardiocondyla_paradoxa,82.6638,0.261887,0.0117982,0.230712,0
3310000,Crematogaster_paradoxa,Crematogaster_rothneyi,84.3587,0.153515,0.00610154,0.0241702,0
3310000,Solenopsis_fugax,Solenopsis_molesta,93.9707,0.1581,0.00240586,0.0716918,0
3310000,Monomorium_termitobium,Monomorium_exiguum,107.599,0.328921,-0.00762502,0.134476,0
3310000,Mycetosoritis_hartmanni,Cyphomyrmex_cornutus,70.4627,0.12857,0.00888546,0.0417911,0
3310000,Strumigenys_gundlachi,Strumigenys_maxillaris,81.5618,0.261324,-0.0107567,0.0303806,0
3310000,Procryptocerus_scabriusculus,Pheidole_bilimeki,50.1593,0.16697,-0.0093227,0.0201707,0
3320000,Yavnella_argamani,Martialis_heureka,0,0.0368561,0.0104555,0.000761081,0
3320000,Anomalomyrma_boltoni,NA,90.2343,0.0705919,0.0081645,0.0648858,0
3320000,Yavnella_argamani,Anomalomyrma_boltoni,41.5208,0.111894,-0.0267804,0.0637364,0
3320000,Martialis_heureka,NA,96.184,0.118171,0.00533395,0.259437,0
3320000,Tatuidris_tatusia,NA,100.383,0.151467,-0.00239416,0.20065,0
3320000,Leptogenys_diminuta,Leptogenys_attenuata,102.719,0.185221,0.0141832,0.0517753,0
3320000,Anochetus_grandidieri,Odontomachus_rixosus,91.9931,0.164157,0.0170326,0.0832791,0
3320000,Leptanilloides_mckennae,NA,132.589,0.184446,-0.00090629,0.210103,0
3320000,Aenictus_aratus,Cheliomyrmex_andicola,66.7416,0.137751,0.0107762,0.0315389,0
3320000,Technomyrmex_albipes,Technomyrmex_voeltzkowi,80.1906,0.185447,0.00466111,0.0625201,0
3320000,Forelius_pruinosus,NA,130.578,0.190946,0.0107944,0.200265,0
3320000,Myrmecia_gulosa,Myrmecia_urens,77.9625,0.312706,0.00525121,0.257523,0
3320000,Tetraponera_pilosa,Myrcidris_epicharis,73.6984,0.52834,0.0044578,0.56419,0
3320000,Lasius_lasioides,Lasius_cinereus,118.37,0.804444,-0.00202192,0.580202,0
3320000,Nylanderia_vaga,Nylanderia_parvula,96.5622,0.362156,0.00932667,0.349729,0
3320000,Formica_neogagates,Formica_moki,116.475,0.413148,-0.00507924,0.100597,0
3320000,Polyrhachis_equina,Camponotus_setosus,83.6697,0.366096,0.000120984,0.235792,0
3320000,Myrmica_schoedli,Myrmica_luteola,109.945,0.358193,-0.000711918,0.133962,0
3320000,Pogonomyrmex_pronotalis,Pogonomyrmex_magnacanthus,112.589,0.299297,-0.004418,0.0288517,0
3320000,Messor_capitatus,Aphaenogaster_occidentalis,102.885,0.284012,-0.0124359,0.0309738,0
3320000,Tetramorium_sericeiventre,NA,135.343,0.169978,0.00546918,0.0962356,0
3320000,Temnothorax_rugatulus,Temnothorax_recedens,86.3325,0.260768,0.00434208,0.101591,0
3320000,Tetramorium_caldarium,Tetramorium_simillimum,102.441,0.275207,0.000767476,0.0796177,0
3320000,Cardiocondyla_obscurior,Cardiocondyla_paradoxa,94.5959,0.290938,0.00847307,0.237734,0
3320000,Crematogaster_paradoxa,Crematogaster_rothneyi,82.2275,0.146475,0.0134378,0.0181834,0
3320000,Solenopsis_molesta,Solenopsis_saudiensis,102.355,0.432946,0.00205984,0.350851,0
3320000,Monomorium_termitobium,Monomorium_exiguum,99.0779,0.217707,0.000703238,0.0612681,0
3320000,Mycetosoritis_hartmanni,NA,105.269,0.0548139,-0.00162633,0.0786476,0
3320000,Acromyrmex_striatus,Trachymyrmex_cornetzi,110.007,0.236309,0.011963,0.0907931,0
3320000,Cyphomyrmex_cornutus,Mycetophylax_morschi,84.9435,0.130589,0.00831997,0.040044,0
3320000,Strumigenys_gundlachi,Strumigenys_maxillaris,87.6064,0.335793,-0.00479535,0.122566,0
3320000,Procryptocerus_scabriusculus,Pheidole_bilimeki,51.0534,0.220795,-0.0100119,0.0444061,0
3320000,Poecilomyrma_myrmecodiae,Stegomyrmex_manni,41.9779,0.0986284,-0.0110303,0.00440734,0
3330000,Yavnella_argamani,Martialis_heureka,0,0.0691068,-0.00199526,0.00353456,0
3330000,Yavnella_argamani,Anomalomyrma_boltoni,44.3176,0.106073,-0.0145238,0.0857476,0
3330000,Martialis_heureka,NA,79.3719,0.0126305,0.00318274,0.0138517,0
3330000,Apomyrma_stygia,NA,116.674,0.30792,0.00493351,0.627962,0
3330000,Pachycondyla_harpax,Pachycondyla_impressa,116.753,0.241395,-0.00609427,0.0857625,0
3330000,Leptogenys_diminuta,Leptogenys_attenuata,105.452,0.350173,0.00213075,0.165486,0
3330000,Anochetus_grandidieri,Odontomachus_rixosus,100.284,0.212759,0.00561274,0.0729705,0
3330000,Technomyrmex_albipes,Technomyrmex_voeltzkowi,91.2317,0.200872,-0.000534444,0.0818273,0
3330000,Myrmecia_gulosa,Myrmecia_urens,105.746,0.176594,1.4859e-05,0.000947118,0
3330000,Lasius_lasioides,Lasius_cinereus,119.335,0.318967,0.000780115,0.0726357,0
3330000,Nylanderia_vaga,Nylanderia_parvula,96.7889,0.167253,0.00599667,0.0474467,0
3330000,Sphinctomyrmex_stali,NA,109.586,0.0414237,-0.0038479,0.0259719,0
3330000,Cerapachys_jacobsoni,Aenictus_aratus,63.0526,0.180048,0.00897621,0.0903004,0
3330000,Tetraponera_pilosa,Myrcidris_epicharis,50.6113,0.472257,0.00844235,0.593602,0
3330000,Proformica_mongolica,Cataglyphis_aenescens,102.47,0.172922,0.00480114,0.000199119,0
3330000,Formica_lasioides,Formica_candida,123.062,0.578942,0.000912698,0.268612,0
3330000,Polyrhachis_equina,Camponotus_setosus,83.3818,0.321086,0.00152768,0.209564,0
3330000,Myrmica_rubra,Myrmica_punctiventris,114.411,0.354738,-0.00263689,0.0791993,0
3330000,Pogonomyrmex_mayri,Pogonomyrmex_naegelii,96.803,0.194725,0.00665266,0.127991,0
3330000,Aphaenogaster_balcanica,NA,121.388,0.0771225,-0.00155975,0.0887946,0
3330000,Goniomma_hispanicum,Aphaenogaster_japonica,77.563,0.197043,-0.00757683,0.00139368,0
3330000,Tetramorium_caldarium,Tetramorium_simillimum,96.038,0.193279,0.00953634,0.00202487,0
3330000,Cardiocondyla_obscurior,Cardiocondyla_paradoxa,100.979,0.295659,0.00407266,0.216909,0
3330000,Crematogaster_paradoxa,Crematogaster_rothneyi,65.489,0.226268,0.00187382,0.0767499,0
3330000,Solenopsis_fugax,Solenopsis_molesta,86.2845,0.153655,0.004759,0.0713555,0
3330000,Monomorium_termitobium,Monomorium_exiguum,102.327,0.285005,-0.00966075,0.1209,0
3330000,Mycetosoritis_hartmanni,NA,80.559,0.0461695,0.00652227,0.0932254,0
3330000,Mycetosoritis_hartmanni,Cyphomyrmex_cornutus,70.9672,0.1849,0.013361,0.161771,0
3330000,Strumigenys_gundlachi,Strumigenys_maxillaris,91.5805,0.270538,-0.0176369,0.0376373,0
3330000,Procryptocerus_scabriusculus,Pheidole_bilimeki,50.0152,0.210273,-0.0103308,0.0357643,0
3340000,Yavnella_argamani,Martialis_heureka,0,0.0691068,-0.00193673,0.00154131,0
3340000,Anomalomyrma_boltoni,NA,88.0687,0.0302478,0.0090474,0.079826,0
3340000,Yavnella_argamani,Anomalomyrma_boltoni,16.7025,0.280138,-0.0159813,0.157503,0
3340000,Martialis_heureka,NA,72.7427,0.0796661,-0.00280235,0.116083,0
3340000,Apomyrma_stygia,NA,105.433,0.122984,0.00644223,0.31255,0
3340000,Tatuidris_tatusia,NA,61.3516,0.0969344,0.00185623,0.150596,0
3340000,Tatuidris_tatusia,NA,135.213,0.0221553,0.00277491,0.193597,0
3340000,Leptogenys_diminuta,Leptogenys_attenuata,104.96,0.341242,-0.00340526,0.129892,0
3340000,Anochetus_grandidieri,Odontomachus_rixosus,91.1675,0.224374,0.00332423,0.104834,0
3340000,Aenictus_aratus,Cheliomyrmex_andicola,67.6861,0.165628,0.00647225,0.0815125,0
3340000,Tapinoma_nigerrimum,NA,136.936,0.378516,-0.0107089,0.199387,0
3340000,Myrmecia_gulosa,Myrmecia_urens,93.7546,0.171443,0.00154629,0.0285797,0
3340000,Tetraponera_pilosa,Myrcidris_epicharis,55.0053,0.485401,0.00539342,0.558153,0
3340000,Lasius_neoniger,Lasius_lasioides,106.16,0.432536,0.00954018,0.311298,0
3340000,Nylanderia_vaga,Nylanderia_parvula,99.7451,0.307448,0.00112787,0.173178,0
3340000,Proformica_mongolica,Cataglyphis_aenescens,103.222,0.141706,0.0102891,0.0211244,0
3340000,Formica_neogagates,Formica_moki,116.28,0.362435,-0.0041956,0.0125529,0
3340000,Polyrhachis_equina,Camponotus_setosus,83.9221,0.314607,0.00152768,0.197654,0
3340000,Myrmica_rubra,Myrmica_punctiventris,115.69,0.520008,-0.00626141,0.249441,0
3340000,Pogonomyrmex_mayri,Pogonomyrmex_naegelii,78.7269,0.206651,0.00770791,0.145578,0
3340000,Aphaenogaster_japonica,Aphaenogaster_senilis,94.4282,0.315173,-0.0112998,0.0803202,0
3340000,Meranoplus_castaneus,NA,79.3534,0.132115,-0.000462529,0.175362,0
3340000,Tetramorium_caldarium,Tetramorium_simillimum,100.716,0.157548,0.0155441,0.0368047,0
3340000,Huberia_striata,NA,110.394,0.00163867,0.00482377,0.00387168,0
3340000,Cardiocondyla_obscurior,Cardiocondyla_paradoxa,65.9641,0.307626,0.00323017,0.215602,0
3340000,Crematogaster_paradoxa,Crematogaster_rothneyi,76.9964,0.177804,0.00187382,0.0341177,0
3340000,Monomorium_termitobium,Monomorium_exiguum,106.239,0.250481,-0.00947548,0.0728033,0
3340000,Solenopsis_papuana,Solenopsis_fugax,68.6467,0.211039,0.000713129,0.120991,0
3340000,Acromyrmex_striatus,NA,134.391,0.00451922,-0.00354124,0.0754097,0
